portNumber,portName,regionNumber,regionName,countryCode,countryName,latitudeDegrees,latitudeMinutes,latitudeHemisphere,longitudeDegrees,longitudeMinutes,longitudeHemisphere,publicationNumber,chartNumber,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselCode,goodHoldingGround,turningArea,firstPortOfEntry,usRep,etaMessage,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtDerattCert,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,
4600,PETOSKEY,4570,US LAKE MICHIGAN,US,United States,45,22,N,84,58,W,CP06,14913,V,CB,F,N,N,Y,N,Y,O,M,P,,,M,N,N,N,N,N,Y,,,,N,N,Y,,,Y,,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,,,,,,
8110,PHILADELPHIA,6585,UNITED STATES E COAST,US,United States,39,57,N,75,8,W,CP03,12313,L,RN,G,Y,N,N,Y,Y,J,J,J,J,6,L,,,Y,Y,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,,
20220,PILOT POINT,20185,ALASKA CONTINUED,US,United States,57,34,N,157,36,W,CP09,16338,V,CN,F,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,N,N,N,N,,,,
8245,PINEY POINT,6585,UNITED STATES E COAST,US,United States,38,8,N,76,32,W,CP03,12233,V,RN,E,N,N,N,N,Y,N,N,J,K,2,L,,,N,N,Y,Y,,,,Y,Y,,,,,,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
16390,PINOLE POINT,16000,UNITED STATES W COAST,US,United States,38,1,N,122,22,W,CP07,18654,V,CN,G,N,N,N,N,,,,,K,4,,,,,,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16190,PISMO BEACH,16000,UNITED STATES W COAST,US,United States,35,8,N,120,39,W,CP07,18700,V,OR,F,N,N,N,N,,J,K,O,,4,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16510,PITTSBURG,16000,UNITED STATES W COAST,US,United States,38,2,N,121,53,W,CP07,18659,V,RN,E,N,N,N,Y,Y,,,K,,3,,,,,N,,Y,Y,,,,,,,,Y,Y,,,,Y,Y,,,,,Y,Y,,N,,,,,,,,Y,N,N,N,N,Y,Y,Y,Y,,,C,,S,
20305,PLATINUM,20185,ALASKA CONTINUED,US,United States,59,1,N,161,50,W,CP09,16300,V,CN,F,Y,N,N,Y,,,,,,4,,,,,,Y,,Y,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,
7280,PLYMOUTH,6585,UNITED STATES E COAST,US,United States,41,57,N,70,40,W,CP01,13253,V,CN,F,Y,N,Y,Y,N,N,O,O,,9,M,,,Y,N,Y,Y,,Y,,N,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,Y,Y,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S,
8350,PLYMOUTH,6585,UNITED STATES E COAST,US,United States,35,52,N,76,45,W,CP04,12205,V,RN,G,N,N,N,Y,N,O,O,N,,,M,,,N,N,N,N,N,,,,,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
16370,POINT RICHMOND,16000,UNITED STATES W COAST,US,United States,37,55,N,122,22,W,CP07,18653,S,CN,E,N,N,N,Y,Y,K,,K,G,4,L,,Y,,,Y,Y,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,
16380,POINT SAN PABLO,16000,UNITED STATES W COAST,US,United States,37,58,N,122,26,W,CP07,18653,V,CN,E,N,N,N,N,Y,P,L,L,,4,,,,,,,Y,Y,,,,,,,,Y,,,,,,Y,Y,,,,N,N,,,,,,,,,,N,Y,N,N,N,,Y,,Y,,,,,S,
17750,POINT WELLS,16000,UNITED STATES W COAST,US,United States,47,47,N,122,24,W,CP07,18446,V,CN,G,N,N,N,Y,,,,J,H,8,,,,,,,Y,,,,,,,,,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,
19400,PORT ALEXANDER,19080,ALASKA,US,United States,56,15,N,134,39,W,CP08,17331,V,CN,G,N,N,N,,,O,H,O,O,9,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,C,,,
56290,PORT ALLEN,56050,HAWAIIAN ISLANDS,US,United States,21,54,N,159,35,W,CP07,19382,S,CB,G,N,N,N,Y,,K,F,J,K,,M,N,,Y,Y,Y,Y,Y,,Y,,Y,,Y,Y,Y,Y,Y,,Y,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,,Y,Y,Y,,,C,,,
17120,PORT ANGELES,16000,UNITED STATES W COAST,US,United States,48,7,N,123,26,W,CP07,18468,S,CN,G,N,N,N,,,D,H,G,,4,,Y,Y,Y,N,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,,N,,Y,,,,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
9310,PORT ARANSAS,8650,US GULF COAST,US,United States,27,50,N,97,3,W,CP05,11309,V,CN,G,N,N,N,Y,Y,P,P,O,,1,,,Y,Y,N,Y,Y,Y,,,,Y,,,,Y,,,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
19380,PORT ARMSTRONG,19080,ALASKA,US,United States,56,18,N,134,40,W,CP08,17331,V,CN,G,N,N,N,,,,A,M,,9,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,
9080,PORT ARTHUR,8650,US GULF COAST,US,United States,29,50,N,93,58,W,CP05,11342,M,LC,G,N,N,N,Y,Y,J,J,J,K,2,L,,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,Y,,,Y,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,S,L,
19730,PORT ASHTON,19080,ALASKA,US,United States,60,4,N,148,3,W,CP09,16702,V,CN,G,N,N,N,Y,,,,L,L,9,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620,PORT CHESTER,6585,UNITED STATES E COAST,US,United States,41,0,N,73,40,W,CP02,12367,V,RN,G,N,N,N,Y,Y,P,P,O,,7,M,,,N,N,N,N,N,,,,N,Y,Y,,Y,,,,,Y,,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,
19585,PORT CHILKOOT,19080,ALASKA,US,United States,59,14,N,135,26,W,CP08,17317,V,CN,G,N,N,N,,,,,,L,9,,,,,,Y,,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
3540,PORT CLINTON,3400,US LAKE ERIE,US,United States,41,31,N,82,56,W,CP06,14842,V,RN,E,N,N,Y,Y,Y,P,P,P,,,M,Y,,N,,N,Y,,,,,Y,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,B,,S,
6980,PORT CLYDE,6585,UNITED STATES E COAST,US,United States,43,55,N,69,15,W,CP01,13301,V,CN,G,Y,N,Y,Y,N,O,K,N,,9,M,Y,Y,N,N,Y,N,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,C,,L,
19390,PORT CONCLUSION,19080,ALASKA,US,United States,56,15,N,134,41,W,CP08,17331,V,CN,G,N,N,N,,,,O,M,,9,,N,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16450,PORT COSTA,16000,UNITED STATES W COAST,US,United States,38,3,N,122,11,W,CP07,18657,V,CN,E,N,N,N,N,Y,K,,,H,4,,,,,N,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
8630,PORT EVERGLADES,6585,UNITED STATES E COAST,US,United States,26,6,N,80,7,W,CP04,11470,M,CN,E,Y,N,N,Y,,H,A,,J,3,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S,
17230,PORT GAMBLE,16000,UNITED STATES W COAST,US,United States,47,51,N,122,35,W,CP07,18477,V,CN,E,Y,N,N,Y,,M,M,J,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19770,PORT GRAHAM,19080,ALASKA,US,United States,59,21,N,151,49,W,CP09,16646,V,CN,G,N,Y,N,Y,,,,O,,14,,,,,,Y,,Y,,,,,,,,,,,Y,Y,,Y,,,,,N,N,,,,,,,,,,N,N,N,N,N,Y,Y,N,Y,N,N,,,S,
20210,PORT HEIDEN,20185,ALASKA CONTINUED,US,United States,56,53,N,158,42,W,CP09,16343,V,CN,F,N,N,Y,Y,,,,,,,,N,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19840,PORT HOBRON,19080,ALASKA,US,United States,57,10,N,153,10,W,CP09,16592,V,CN,G,N,N,N,Y,,,,L,,6,,,,,,Y,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,PORT HOPE,4300,US LAKE HURON,US,United States,43,57,N,82,42,W,CP06,14862,V,OR,P,N,N,Y,Y,Y,P,K,P,,,L,Y,Y,Y,N,N,Y,,,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
16120,PORT HUENEME,16000,UNITED STATES W COAST,US,United States,34,9,N,119,12,W,CP07,18725,V,CB,E,N,N,N,Y,,K,L,L,K,4,L,,,,,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,N,,,Y,,Y,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
4350,PORT HURON,4300,US LAKE HURON,US,United States,43,0,N,82,26,W,CP06,14852,V,RN,E,N,N,Y,Y,Y,M,L,M,L,,L,Y,N,Y,N,Y,Y,,,,N,Y,Y,Y,,,,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
9320,PORT INGLESIDE,8650,US GULF COAST,US,United States,27,49,N,97,11,W,CP05,11309,V,CN,G,N,N,N,Y,Y,K,K,,K,1,L,,Y,N,N,N,Y,,,,N,Y,,,,Y,,,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,,,,
5110,PORT INLAND,4570,US LAKE MICHIGAN,US,United States,45,58,N,85,52,W,CP06,14911,V,CB,F,N,N,Y,Y,N,L,L,L,,,L,,,N,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,,,,,,,,,
9330,PORT ISABEL,8650,US GULF COAST,US,United States,26,5,N,97,12,W,CP05,11302,V,CN,G,N,N,N,Y,Y,K,K,K,K,1,L,,Y,N,N,Y,Y,,,Y,N,Y,,,,Y,,,,Y,Y,Y,,,,,Y,,,N,,Y,,,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
7560,PORT JEFFERSON,6585,UNITED STATES E COAST,US,United States,40,57,N,73,5,W,CP02,12362,V,CB,G,N,N,Y,Y,N,M,L,M,L,7,L,,,N,N,Y,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,,Y,Y,Y,C,S,,
7150,PORTLAND,6585,UNITED STATES E COAST,US,United States,43,40,N,70,15,W,CP01,13292,M,CN,E,Y,N,N,N,Y,K,G,J,G,9,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,
16940,PORTLAND,16000,UNITED STATES W COAST,US,United States,45,31,N,122,40,W,CP07,18526,L,RN,E,Y,N,N,Y,Y,J,L,H,H,4,L,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,N,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,
9270,PORT LAVACA,8650,US GULF COAST,US,United States,28,37,N,96,37,W,CP05,11317,V,CN,G,N,N,N,Y,Y,H,H,J,,1,M,,Y,Y,N,N,Y,Y,,,,,,Y,,Y,,,Y,Y,Y,Y,,,,,Y,Y,,Y,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,C,,S,
8667,PORT MANATEE,8650,US GULF COAST,US,United States,27,38,N,82,34,W,CP05,,S,CT,,,,,,,J,,,,,,,Y,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,Y,Y,Y,,,,,Y,,,,,Y,,,,Y,C,S,,
20200,PORT MOLLER,20185,ALASKA CONTINUED,US,United States,55,59,N,160,34,W,CP09,16363,V,CN,F,N,N,N,,,,H,M,,10,,,,,,Y,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,
9100,PORT NECHES,8650,US GULF COAST,US,United States,30,0,N,93,57,W,CP05,11343,S,RN,G,N,N,N,,Y,J,L,J,J,,L,,,Y,N,Y,Y,Y,,Y,,Y,,Y,,Y,,,Y,Y,Y,Y,,,,,Y,,,,,N,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,S,,
19920,PORT OBRIEN,19080,ALASKA,US,United States,57,44,N,153,19,W,CP09,16597,V,CN,G,N,N,N,,,,A,K,M,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,
9280,PORT OCONNOR,8650,US GULF COAST,US,United States,28,27,N,96,24,W,CP05,11317,V,CN,G,N,N,N,Y,Y,O,P,P,,1,M,,,N,N,N,Y,,,,,,,,,Y,,,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
8870,PORT OF MEMPHIS,8650,US GULF COAST,US,United States,35,4,N,90,10,W,CP05,11368,S,RN,E,,,,Y,Y,O,,,,,M,,Y,Y,Y,,N,Y,Y,N,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
17440,PORT ORCHARD,16000,UNITED STATES W COAST,US,United States,47,32,N,122,38,W,CP07,18452,V,CN,E,N,N,N,Y,,K,K,K,,8,,,,,,,,Y,,,,,,,,Y,,,,,,Y,Y,Y,,,Y,Y,,,,,Y,,,Y,,N,Y,N,N,N,Y,Y,N,Y,N,N,C,,S,
16710,PORT ORFORD,16000,UNITED STATES W COAST,US,United States,42,44,N,124,30,W,CP07,18589,V,CN,F,N,N,N,,,,J,O,,5,,,,,N,,Y,Y,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,
7930,PORT READING,6585,UNITED STATES E COAST,US,United States,40,34,N,74,14,W,CP02,12331,S,RN,G,N,N,N,Y,Y,K,K,K,J,5,M,,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,C,,,
7850,PORT RICHMOND SI,6585,UNITED STATES E COAST,US,United States,40,39,N,74,8,W,CP02,12333,S,CN,G,N,N,N,Y,Y,J,J,L,,5,,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
8510,PORT ROYAL,6585,UNITED STATES E COAST,US,United States,32,22,N,80,41,W,CP04,11516,V,RN,G,N,N,N,Y,,L,L,L,,7,M,N,Y,Y,N,Y,Y,,,Y,N,Y,Y,Y,,Y,,,Y,,Y,Y,,,,,Y,,,N,Y,,,,Y,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S,
16200,PORT SAN LUIS,16000,UNITED STATES W COAST,US,United States,35,10,N,120,45,W,CP07,18704,V,CN,G,N,Y,N,N,,,M,K,K,4,L,,,Y,N,Y,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,N,N,Y,,,Y,,Y,,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,C,,,
8290,PORTSMOUTH,6585,UNITED STATES E COAST,US,United States,36,49,N,76,18,W,CP03,12253,S,RN,E,N,N,N,Y,N,H,H,J,L,3,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L,
7180,PORTSMOUTH,6585,UNITED STATES E COAST,US,United States,43,5,N,70,45,W,CP01,13283,S,RN,G,N,N,N,Y,Y,K,C,K,K,8,L,Y,Y,Y,N,Y,Y,,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,Y,Y,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
7890,PORT SOCONY,6585,UNITED STATES E COAST,US,United States,40,33,N,74,15,W,CP02,12331,S,RN,G,N,N,N,Y,Y,K,K,L,K,5,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
8740,PORT ST JOE,8650,US GULF COAST,US,United States,29,49,N,85,19,W,CP05,11389,S,CN,N,N,N,N,Y,,K,M,K,K,1,M,Y,Y,Y,N,Y,Y,,,Y,N,Y,,,,Y,Y,,Y,Y,Y,Y,,,,,Y,,,N,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,Y,Y,Y,N,,S,
8830,PORT SULPHUR,8650,US GULF COAST,US,United States,29,29,N,89,41,W,CP05,11364,V,RN,E,N,N,N,Y,,J,J,G,K,,L,,,,N,Y,Y,Y,,,N,Y,,,,Y,,,Y,Y,,Y,,,,,Y,,,,Y,,,,,,,N,,,,,Y,N,Y,Y,,,C,,,
17160,PORT TOWNSEND,16000,UNITED STATES W COAST,US,United States,48,7,N,122,45,W,CP07,18464,S,CN,G,N,N,N,,,P,G,N,,5,,,,Y,,,Y,Y,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,,,,Y,,,,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,C,,,
19950,PORT VITA,19080,ALASKA,US,United States,58,4,N,153,4,W,CP09,16594,V,CN,G,,,,,,,,N,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
4870,PORT WASHINGTON,4570,US LAKE MICHIGAN,US,United States,43,23,N,87,52,W,CP06,14904,S,CB,F,N,N,Y,Y,Y,M,M,M,,,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,,
19990,PORT WILLIAM,19080,ALASKA,US,United States,58,29,N,152,35,W,CP09,16605,V,CN,G,N,N,N,,,,,M,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
5440,PORT WING,5230,US LAKE SUPERIOR,US,United States,46,47,N,91,23,W,CP06,14966,V,CB,G,N,N,Y,Y,N,P,O,O,,,M,N,N,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,,,,,,,
7670,POUGHKEEPSIE,6585,UNITED STATES E COAST,US,United States,41,42,N,73,57,W,CP02,12347,V,RN,G,N,N,N,Y,,M,J,M,,3,M,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,,
17250,POULSBO,16000,UNITED STATES W COAST,US,United States,47,44,N,122,39,W,CP07,18446,V,CN,E,N,N,N,,Y,,,O,,8,,,,,,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,
5290,PRESQUE ISLE,5230,US LAKE SUPERIOR,US,United States,46,34,N,87,23,W,CP06,14970,V,CB,F,N,N,Y,Y,Y,L,N,L,,,M,N,N,Y,N,N,,Y,,,N,N,Y,Y,,Y,Y,,Y,,,Y,,,,,Y,,,N,,,,,,,,N,,,,,Y,Y,N,Y,Y,Y,C,,,
16290,PRINCETOWN,16000,UNITED STATES W COAST,US,United States,37,30,N,122,29,W,CP07,18682,V,CB,G,,,,,,,,O,,4,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,Y,,,,,Y,,Y,,,,,,
16130,PRISONERS,16000,UNITED STATES W COAST,US,United States,34,1,N,119,41,W,CP07,18729,V,OR,P,N,Y,N,Y,,O,O,N,,3,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16730,PROSPER,16000,UNITED STATES W COAST,US,United States,43,9,N,124,22,W,CP07,18580,V,RN,E,,,,,,P,P,,,5,,,,,N,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,B,,S,
7420,PROVIDENCE,6585,UNITED STATES E COAST,US,United States,41,48,N,71,24,W,CP02,13225,M,RN,G,N,N,N,Y,Y,J,K,J,J,4,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,N,Y,Y,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
7290,PROVINCETOWN,6585,UNITED STATES E COAST,US,United States,42,3,N,70,11,W,CP01,13249,V,CN,E,Y,N,N,Y,N,O,F,O,,9,M,Y,,Y,N,Y,Y,,,,N,N,Y,Y,,Y,,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,,,C,,S,
20483,PRUDHOE BAY,20185,ALASKA CONTINUED,US,United States,70,20,N,148,25,W,CP09,16061,V,CN,P,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56240,PUKOO,56050,HAWAIIAN ISLANDS,US,United States,21,4,N,156,48,W,CP07,19353,V,TH,F,N,N,N,Y,,O,O,N,,1,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,PUT IN BAY,3400,US LAKE ERIE,US,United States,41,39,N,82,49,W,CP06,14844,V,CN,G,N,N,Y,Y,N,P,L,O,,,M,Y,N,N,,N,Y,,,,,N,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,N,,,
17550,QUARTERMASTER HARBOR,16000,UNITED STATES W COAST,US,United States,47,23,N,122,28,W,CP07,18474,V,CN,E,N,N,N,,,P,L,,,8,,Y,,,,,,Y,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,QUINCY,6585,UNITED STATES E COAST,US,United States,42,15,N,70,58,W,CP01,13270,S,RN,E,Y,N,N,Y,Y,P,L,K,,10,M,,,N,N,Y,Y,,,,N,Y,Y,Y,,Y,,,,Y,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,B,M,M,
7430,QUONSET POINT,6585,UNITED STATES E COAST,US,United States,41,35,N,71,24,W,CP02,13223,V,CN,F,N,N,N,Y,N,K,K,L,,4,M,Y,Y,N,N,N,Y,,,,N,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,Y,,,,Y,Y,Y,Y,,,,,,
4850,RACINE,4570,US LAKE MICHIGAN,US,United States,42,44,N,87,47,W,CP06,14925,S,CB,G,N,N,Y,Y,Y,O,N,O,,,M,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,,,,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,C,,,
16890,RAINIER,16000,UNITED STATES W COAST,US,United States,46,5,N,122,56,W,CP07,18524,V,RN,E,N,N,N,Y,Y,L,,M,,,,,,,,Y,,Y,,,,,,,,Y,,,Y,,Y,Y,,,,,N,Y,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C,,S,
17020,RAYMOND,16000,UNITED STATES W COAST,US,United States,46,41,N,123,44,W,CP07,18504,S,RN,E,N,N,N,Y,,L,L,L,,8,,Y,Y,Y,,,Y,,,Y,,Y,Y,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
16320,REDWOOD CITY,16000,UNITED STATES W COAST,US,United States,37,32,N,122,12,W,CP07,18651,V,RN,E,N,N,N,Y,Y,L,,J,J,6,M,,Y,,N,,Y,Y,,Y,,,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,N,,,,,,,,,,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,,,,
16800,REEDSPORT,16000,UNITED STATES W COAST,US,United States,43,42,N,124,6,W,CP07,18584,V,RN,E,Y,N,N,,Y,M,,M,,5,,,Y,,N,,Y,Y,,,,,,,,Y,Y,Y,Y,,Y,Y,,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,,,C,,S,
7730,RENSSELAER,6585,UNITED STATES E COAST,US,United States,42,39,N,73,45,W,CP02,12348,V,RN,G,N,N,N,Y,Y,N,J,L,K,5,M,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,
